Session_Name_	Trial_Recycled_	Trial_Index_	REP	probe_delay	entrainment_type	DURATION	STARTING_ANGLE	MOUSE_ANGLE	MOUSE_X	MOUSE_Y	MOUSE_AMPLITUDE
claudia	False	466	12	6	5	304	179	 -176.52	-14	-230	  230.43
claudia	True	467	12	12	7	204	319	0	0	0	0
claudia	False	468	12	9	7	316	296	  -48.97	-185	161	  245.25
claudia	False	469	12	7	5	284	124	  130.53	186	-159	  244.70
claudia	False	470	12	10	5	134	101	  102.81	233	-53	  238.95
claudia	False	471	12	7	0	306	287	  -66.09	-212	94	  231.91
claudia	False	472	12	9	0	241	131	  135.71	160	-164	  229.12
claudia	False	473	12	12	7	329	259	 -105.50	-220	-61	  228.30
claudia	False	474	12	10	7	271	56	   57.60	197	125	  233.31
claudia	False	475	12	14	0	181	336	  -11.31	-46	230	  234.55
